排名,影片名称,演职人员,得分,评价,电影海报URL
189,雨中曲,"导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...
                            1952 / 美国 / 喜剧 歌舞 爱情",9.1,骨灰级歌舞片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg
190,黑天鹅,"导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...
                            2010 / 美国 / 剧情 惊悚",8.6,黑暗之美。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg
191,你看起来好像很好吃,"导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...
                            2010 / 日本 / 剧情 动画 儿童",8.9,感情不分食草或者食肉。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg
192,恐怖游轮,"导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚",8.5,不要企图在重复中寻找已经失去的爱。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg
193,2001太空漫游,"导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...
                            1968 / 英国 美国 / 科幻 惊悚 冒险",8.9,现代科幻电影的开山之作，最伟大导演的最伟大影片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg
194,雨人,"导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...
                            1988 / 美国 / 剧情",8.7,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg
195,恋恋笔记本,"导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004 / 美国 / 剧情 爱情",8.6,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg
196,魔女宅急便,"导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...
                            1989 / 日本 / 动画 奇幻 冒险",8.7,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg
197,茶馆,"导演: 谢添 Tian Xie   主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...
                            1982(中国大陆) / 中国大陆 / 剧情 历史",9.5,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg
198,遗愿清单,"导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...
                            2007 / 美国 / 冒险 喜剧 剧情",8.7,用剩余不多的时间，去燃烧整个生命。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1481879628.jpg
199,城市之光,"导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...
                            1931 / 美国 / 喜剧 剧情 爱情",9.3,永远的小人物，伟大的卓别林。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg
200,萤火虫之墓,"导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子
                            1988 / 日本 / 动画 剧情 战争",8.7,幸福是生生不息，却难以触及的远。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg
201,可可西里,"导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
                            2004 / 中国大陆 中国香港 / 剧情 犯罪",8.9,坚硬的信仰。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg
202,大佛普拉斯,"导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...
                            2017 / 中国台湾 / 剧情 喜剧",8.7,人们可以登上月球，却永远无法探索人们内心的宇宙。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg
203,无间道2,"导演: 刘伟强 / 麦兆辉   主演: 陈冠希 / 余文乐 / 曾志伟
                            2003 / 中国香港 / 剧情 犯罪 惊悚",8.7,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg
204,牯岭街少年杀人事件,"导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...
                            1991 / 中国台湾 / 剧情 犯罪",8.9,弱者送给弱者的一刀。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg
205,虎口脱险,"导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...
                            1966 / 法国 英国 / 喜剧 战争",8.9,永远看不腻的喜剧。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg
206,源代码,"导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
                            2011 / 美国 加拿大 / 科幻 悬疑 惊悚",8.5,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg
207,人工智能,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...
                            2001 / 美国 英国 / 剧情 科幻",8.7,对爱的执着，可以超越一切。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg
208,初恋这件小事,"导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...
                            2010 / 泰国 / 剧情 喜剧 爱情",8.5,黑小鸭速效美白记。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg
209,海边的曼彻斯特,"导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...
                            2016 / 美国 / 剧情 家庭",8.6,我们都有权利不与自己的过去和解。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg
210,背靠背，脸对脸,"导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang   主演: 牛振华 Zhenhua N...
                            1994 / 中国大陆 中国香港 / 剧情",9.5,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg
211,东京教父,"导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...
                            2003 / 日本 / 剧情 喜剧 动画",9.0,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg
212,罗生门,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...
                            1950 / 日本 / 剧情 犯罪 悬疑",8.8,人生的N种可能性。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg
213,小丑,"导演: 托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni...
                            2019 / 美国 加拿大 / 剧情 犯罪 惊悚",8.7,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg
214,终结者2：审判日,"导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...
                            1991 / 美国 法国 / 动作 科幻",8.8,少见的超越首部的续集，动作片中的经典。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg
215,青蛇,"导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
                            1993 / 中国香港 中国大陆 / 剧情 爱情 奇幻 古装",8.6,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg
216,奇迹男孩,"导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...
                            2017 / 美国 中国香港 / 剧情 儿童 家庭",8.6,世界不完美，爱会有奇迹。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg
217,二十二,"导演: 郭柯 Ke Guo   主演: 
                            2015 / 中国大陆 / 纪录片",8.7,有一些东西不应该被遗忘。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg
218,波西米亚狂想曲,"导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...
                            2018 / 英国 美国 / 剧情 传记 同性 音乐",8.6,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg
219,房间,"导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...
                            2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭",8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg
220,疯狂的麦克斯4：狂暴之路,"导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...
                            2015 / 澳大利亚 美国 / 动作 科幻 冒险",8.6,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
221,新龙门客栈,"导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
                            1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装",8.6,嬉笑怒骂，调风动月。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg
222,无耻混蛋,"导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...
                            2009 / 德国 美国 / 剧情 犯罪",8.6,昆汀同学越来越变态了，比北野武还杜琪峰。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg
223,魂断蓝桥,"导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...
                            1940 / 美国 / 剧情 爱情 战争",8.8,中国式内在的美国电影。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg
224,血钻,"导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...
                            2006 / 美国 德国 英国 / 剧情 惊悚 冒险",8.7,每个美丽事物背后都是滴血的现实。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg
225,千钧一发,"导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...
                            1997 / 美国 / 剧情 科幻 惊悚",8.8,一部能引人思考的科幻励志片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg
226,步履不停,"导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...
                            2008 / 日本 / 剧情 家庭",8.8,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg
227,黑客帝国2：重装上阵,"导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
                            2003 / 美国 / 动作 科幻",8.7,一个精彩的世界观正在缓缓建立。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg
228,彗星来的那一夜,"导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...
                            2013 / 美国 英国 / 科幻 悬疑 惊悚",8.5,小成本大魅力。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg
229,战争之王,"导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...
                            2005 / 法国 德国 美国 / 剧情 犯罪",8.7,做一颗让别人需要你的棋子。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg
230,崖上的波妞,"导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...
                            2008 / 日本 / 动画 奇幻 冒险",8.6,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg
231,心灵奇旅,"导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   主演: 杰米·...
                            2020 / 美国 / 动画 奇幻 音乐",8.7,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2626308994.jpg
232,爱乐之城,"导演: 达米恩·查泽雷 Damien Chazelle   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2016 / 美国 / 剧情 爱情 歌舞",8.4,,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg
233,谍影重重2,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2004 / 美国 德国 / 动作 悬疑 惊悚",8.7,谁说王家卫镜头很晃？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg
234,燃情岁月,"导演: 爱德华·兹威克 Edward Zwick   主演: 布拉德·皮特 Brad Pitt / 安东...
                            1994 / 美国 / 剧情 爱情 战争 西部",8.8,传奇，不是每个人都可以拥有。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2797313535.jpg
235,阿飞正传,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
                            1990 / 中国香港 / 犯罪 剧情 爱情",8.5,王家卫是一种风格，张国荣是一个代表。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg
236,海洋,"导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...
                            2009 / 法国 瑞士 西班牙 美国 阿联酋 摩纳哥 / 纪录片",9.1,大海啊，不全是水。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559581324.jpg
237,谍影重重,"导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...
                            2002 / 美国 德国 捷克 / 动作 悬疑 惊悚",8.6,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg
238,再次出发之纽约遇见你,"导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...
                            2013 / 美国 / 喜剧 爱情 音乐",8.6,爱我就给我看你的播放列表。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg
239,穿越时空的少女,"导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...
                            2006 / 日本 / 剧情 爱情 科幻 动画",8.6,爱上未来的你。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg
240,火星救援,"导演: 雷德利·斯科特 Ridley Scott   主演: 马特·达蒙 Matt Damon / 杰西卡...
                            2015 / 英国 美国 匈牙利 约旦 / 剧情 科幻 冒险",8.5,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2280097442.jpg
241,香水,"导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...
                            2006 / 德国 法国 西班牙 美国 比利时 / 剧情 犯罪 奇幻",8.5,一个单凭体香达到高潮的男人。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg
242,朗读者,"导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...
                            2008 / 美国 德国 / 剧情 爱情",8.6,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg
243,末路狂花,"导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...
                            1991 / 美国 英国 法国 / 犯罪 剧情 惊悚",8.9,没有了退路，只好飞向自由。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg
244,地球上的星星,"导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...
                            2007 / 印度 / 剧情 儿童 家庭",8.9,天使保护事件始末。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2197897857.jpg
245,我爱你,"导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...
                            2011 / 韩国 / 剧情 爱情",9.1,你要相信，这世上真的有爱存在，不管在什么年纪 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg
246,完美陌生人,"导演: 保罗·格诺维瑟 Paolo Genovese   主演: 马可·贾利尼 Marco Giallini ...
                            2016 / 意大利 / 剧情 喜剧",8.5,来啊，互相伤害啊！,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg
247,千年女优,"导演: 今敏 Satoshi Kon   主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...
                            2001 / 日本 / 动画 剧情 爱情",8.8,爱情是一场没有尽头的虚幻追逐。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg
248,驴得水,"导演: 周申 Shen Zhou / 刘露 Lu Liu   主演: 任素汐 Suxi Ren / 大力 Da Li ...
                            2016 / 中国大陆 / 剧情 喜剧",8.3,过去的如果就让它过去了，未来只会越来越糟！,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg
249,聚焦,"导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...
                            2015 / 美国 / 剧情 传记",8.8,新闻人的理性求真。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg
250,浪潮,"导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...
                            2008 / 德国 / 剧情 惊悚",8.7,世界离独裁只有五天。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg
